name,freq,airport,category,subcategory,mode,region,tags,memo,lat,lon
RDO,122.7000,RDO/RJEO,AIR,ROD,AM,奥尻,"RDO,RJEO,奥尻,北海道",,42.0716,139.4327
東京CON01,119.3000,RDO/RJEO,AIR,CON,AM,奥尻,"RDO,RJEO,奥尻,北海道",,42.0716,139.4327
東京CON02,276.5000,RDO/RJEO,AIR,CON,AM,奥尻,"RDO,RJEO,奥尻,北海道",,42.0716,139.4327
東京CON03,134.2500,RDO/RJEO,AIR,CON,AM,奥尻,"RDO,RJEO,奥尻,北海道",,42.0716,139.4327
東京CON04,260.4000,RDO/RJEO,AIR,CON,AM,奥尻,"RDO,RJEO,奥尻,北海道",,42.0716,139.4327
JAL/NTH,130.1000,RDO/RJEO,AIR,company,AM,奥尻,"RDO,RJEO,奥尻,北海道",,42.0716,139.4327
VOR,109.85MHz,RDO/RJEO,AIR,ILS,,奥尻,"RDO,RJEO,奥尻,北海道",,42.0716,139.4327
DME,1122MHz,RDO/RJEO,AIR,ILS,,奥尻,"RDO,RJEO,奥尻,北海道",,42.0716,139.4327
MSAS,1575.42MHz,RDO/RJEO,AIR,ILS,,奥尻,"RDO,RJEO,奥尻,北海道",,42.0716,139.4327
